x,y
"ORG build custom server exclusively datum centre , sell distribute externally GPE GPE : dramatic rise internet fraud datum breach DATE DATE DATE amid nation - state actor threaten critical sensitive government datum , crucial tech company place - - - line measure stay ahead hacker . consumer critical datum save massive data centre globally , safeguard facility global - scale cyber attack priority giant like ORG , ORG ORG , . ground , ORG deploy experimental , shipping container - size data centre seafloor near GPE LOC LOC help coastal community connect internet secure efficient way .",1
"india vix , call "" fear gauge "" , likely remain elevated global correction , ORG ORG say note . india vix index ORG PERCENT PERCENT DATE . despite DATE � s fall , NORP market sharply DATE , buoy strong foreign institutional buying domestic equity . DATE , ORG ORG cut GPE gdp growth forecast DATE PERCENT PERCENT PERCENT PERCENT estimate early weak expect economic momentum .",3
"GPE veteran PERSON PERSON PERSON take jibe president PERSON PERSON , time call � wannabe gangster � actor comment appearance WORK_OF_ART WORK_OF_ART WORK_OF_ART , episode film ahead release PERSON report , find � evidence � � collusion � PERSON campaign NORP government DATE presidential election",2
"late ORG beta update bring new emoji like transgender flag . available flag emoji , sit pride flag . ORG get inclusive emoji transgender symbol .",1
DATE DATE DATE DATE DATE music producer severely injure try help friend suffer multiple injury � great regret confirm PERSON PERSON involve fatal accident try help friend suffer multiple fracture GPE DATE DATE DATE DATE,2
"direct PERSON PERSON , write script , film feature PERSON PERSON PERSON PERSON",2
"� WORK_OF_ART WORK_OF_ART WORK_OF_ART receive highly positive review hold PERCENT PERCENT rating review aggregation site ORG ORG review read , � start PERSON PERSON PERSON , actor heart soul going - , film get incredulous TIME TIME TIME - plus length sag , like WORK_OF_ART WORK_OF_ART , real bang - - - buck bit , clear winner hand PERSON PERSON , straggly hair paunch , let DATE follow PERSON � s destruction world , wallow self - pity beer",2
"actor PERSON PERSON , diagnose � high - grade cancer � DATE , source inspiration way fight battle cancer come victorious chat WORK_OF_ART WORK_OF_ART season CARDINAL , actor open phase lose hair chemotherapy , PERSON PERSON , host , reveal reason PERSON get initial film hair",2
"additional ? MONEY exchange old ORG handset ? MONEY exchange device give . ORG claim company � s fast handset combination QUANTITY QUANTITY ram , QUANTITY QUANTITY storage ORG � new charging technology , warp charge 30 . beneath glass phone , ORG new design resemble carbon fiber . apart new feature , customer ORG � s logo , iconic PRODUCT , recreate ORG - design PRODUCT aa grade carbon fiber . ORG claim PRODUCT car � worth carbon fiber production PRODUCT . customer book celebrate history company .",1
"DATE DATE , ORG say PRODUCT PRODUCT get update user enable virtual assistant technology PRODUCT PRODUCT PRODUCT PRODUCT ORG ORG ORG say DATE "" error "" disclose PRODUCT PRODUCT home security system build - microphone device .",1
"new smartphone include multiple camera lense let produce different camera effect . example , DATE DATE s PRODUCT PRODUCT include rear camera dual lense ; lense work blur background sharpen subject foreground , produce � s know bokeh effect . ORG � s new PRODUCT PRODUCT s10 plus notch . include triple camera system arrange horizontally phone . left lens zooming , middle lens contain main camera , right lens feature brand - new ultrawide angle lens capture broad shot , like landscape big group gather DATE dinner . � s , PRODUCT PRODUCT PRODUCT g ORDINAL camera depth - sensing , enable rich augment - reality application use datum digitally manipulate physical world people look smartphone lens . expect company beef number camera DATE . ORG plan add camera PRODUCT , accord person brief company � s plan , speak condition anonymity detail confidential . ORG decline comment . ORG � s new PRODUCT PRODUCT PRODUCT g phone work 5 g wireless network , successor current 4 g network . new network introduce internet speed fast device able download high - quality video TIME . contain excitement . carrier far deploy broad 5 g network . ORG say PRODUCT g deploy CARDINAL city DATE DATE . ORG ORG 5 g data test smartphone DATE DATE . isn � t expect traction new cellular technology DATE . 5 g reach hometown , confusion . controversial , ORG say plan different flavor 5 g different name : 5 g fast speed take advantage brand - new infrastructure , 5ge essentially fast version 4 g upgrade 4 g equipment .",1
"ORG , press release state : "" light come clever system light tunnel mirror , simply turn smartphone � s torch slide phone holder , provide internal external light . "" , say rear - face camera use - car selfie automatically capture steering wheel . ORG say get car easy , long "" � tall 5'8""and recommend minimum height CARDINAL "" , "" positioning pedal "" .",1
"time smartphone , find device reasonably snappy , stutter . handle casual surfing social medium browsing ease minimal problem . PRODUCT tackle ease absolutely frame drop high graphic TIME TIME play time . heat bit , uncomfortable hold . PRODUCT , , run low graphic setting run smooth , graphic offputting play . hyperboost 2.0 , gaming mode ORG , kick time start game . offer meaningful gaming feature include mute notification hotkey screenshot screen recording . realme ( read ORG ) up game term software . go confusion pull notification bar frequent setting � arrange , like android ui . iron annoyance include search bar setting add app drawer .",1
"case app replace streamline wide suite app � ORG case point . ORG acquire GPE - base startup ORG replace � "" , follow ORG update bug fix retire unsaid date future . � launch PRODUCT PRODUCT . result seamless integration PRODUCT PRODUCT , app provide well alignment holistic collaboration experience customer . tweak user � need , "" say PERSON PERSON , senior vice president head , ORG ORG .",1
"PERSON PERSON , tout seek - young actor GPE , say � confident � eminent filmmaker PERSON PERSON PERSON PERSON PERSON PERSON � s film PERSON feel overwhelmed direct renowned director PERSON PERSON WORK_OF_ART WORK_OF_ART , respectively",2
"power device ORG snapdragon 636 soc , pair QUANTITY QUANTITY ram QUANTITY QUANTITY internal storage ( expandable QUANTITY QUANTITY ) . phone run android oreo 8.1 miui 10 run atop . online portal show test conduct android pie device . , PRODUCT PRODUCT PRODUCT PRODUCT sport 12mp+5mp dual - camera setup find PRODUCT PRODUCT PRODUCT , ai enable . phone , , house ai - enable 20mp+2mp sensor well portrait selfie .",1
"search intensify , extreme measure take prevent killer escape GPE authority close CARDINAL bridge prevent entry exit iconic island",2
"PRODUCT PRODUCT PRODUCT come QUANTITY QUANTITY QUANTITY lcd display resolution 2340x1080 . display aspect ratio CARDINAL maximum brightness 450nit . hood , PRODUCT PRODUCT PRODUCT power snapdragon 660 soc pair QUANTITY QUANTITY ram QUANTITY QUANTITY internal storage . back QUANTITY QUANTITY support PRODUCT PRODUCT . ship 10w charger ; external connectivity option include usb type - c QUANTITY QUANTITY jack .",1
"ORG ORG announce additional cast member new miniserie base classic vampire story , WORK_OF_ART PERSON PERSON , co - write create WORK_OF_ART partner PERSON PERSON , feature alongside PERSON PERSON , PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON new joinee include actor PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON",2
"bear GPE , PERSON base GPE tout � rise NORP superstar dj � ORG magazine LOC",2
"fate CARDINAL candidate , include ORG minister PERSON PERSON , PERSON PERSON , PERSON PERSON PERSON PERSON PERSON ORG ORG minister PERSON PERSON PERSON PERSON PERSON ORG , decide CARDINAL core voter ORDINAL phase . key contestant fray PERSON PERSON ( ORG ) , PERSON PERSON ( ORG ) , PERSON PERSON ( ORG ) , PERSON PERSON ( ORG ORG ) , PERSON PERSON ( ORG ) PERSON PERSON ( ORG ) . ORG ORG set CARDINAL CARDINAL polling booth / station elaborate security arrangement . GPE , election come end phase , opposition ORG face tough task reclaim lose base north GPE GPE , ORG try foothold GPE district LOC LOC . ORG ally PERSON PERSON win CARDINAL seat DATE . union minister PERSON PERSON , ORG leader PERSON PERSON PERSON PERSON CARDINAL candidate fray phase . GPE chief minister PERSON PERSON son , member erstwhile GPE royal family ORG minister CARDINAL candidate fate decide DATE . GPE talk seat ORG rule state PERSON massive campaigning son PERSON , pit sit mp ORG minister state PERSON PERSON PERSON . GPE , ORG win seat DATE , ORG appear comeback , form government state narrow majority DATE ORG poll .",0
"anthropologist believe curanderismo remain popular poor NORP didn � t access health care � ORG ORG ORG professor PERSON PERSON PERSON PERSON PERSON , host DATE conference GPE curanderismo , say tale WORK_OF_ART WORK_OF_ART curandero , curandero film � don � t connection probably offensive practice traditional healing , � PERSON say PERSON chair catholic studies ORG ORG ORG scholar study spiritual practice GPE , call movie promotion � reprehensible � harmful � serve stigmatize curanderismo fear � � s associate scary movie , PERSON say",2
"subset buyer ideally involve audiophile care quality music listen want dedicate portable medium player . � s market PRODUCT PRODUCT ideally fit bill . tiny QUANTITY QUANTITY media player ess sabre es9218p dac inside , headphone jack , usb type - c charging scroll wheel . support bluetooth connectivity , use wireless headphone . touchscreen interface worth write home job . entire thing , include design , , work simplistic . push micro - sd card ( QUANTITY QUANTITY ) start play music . period .",1
